context,question,label
Boss is behaving harsh to employees.,Boss typically desire honest dependable employees.,0
Good employees apply for the job.,Boss typically desire honest dependable employees.,1
Only bad employees apply for the job.,Boss typically desire honest dependable employees.,0
Heart is broken.,Heart can typically be used for feeling emotions.,0
You are a sociopath.,Heart can typically be used for feeling emotions.,0
Heart is open.,Heart can typically be used for feeling emotions.,1
An emotional event takes place.,Heart can typically be used for feeling emotions.,1
A person is credulous.,A person typically do desire to trust people.,1
A person is sceptical.,A person typically do desire to trust people.,0
The people are trustworthy.,A person typically do desire to trust people.,1
The people are cheating and untrustworthy.,A person typically do desire to trust people.,0
A person has good friends around him.,A person typically do desire to trust people.,1
If the person is selfish.,A person typically do desire to trust people.,0
The person is sleeping.,Printing on printer typically cause paper copying image to paper.,0
The person prints image.,Printing on printer typically cause paper copying image to paper.,1
A person should follow rules.,A person typically desires fair.,1
Other persons also need to follow fair.,A person typically desires fair.,0
The person is rash.,A person typically desires fair.,1
The person lack moral values.,A person typically desires fair.,0
A person values themselves and wants to see real results for themselves.,A person typically do desire for actualization.,1
The person lives alone.,A person typically does desire to decide what wants.,1
The person lives with its family.,A person typically does desire to decide what wants.,0
A person is independent to decide.,A person typically does desire to decide what wants.,1
A person is dependent.,A person typically does desire to decide what wants.,0
The calculator is incorrect.,Using calculator typically causes multiplying two numbers.,0
The account is required.,Using calculator typically causes multiplying two numbers.,1
The lens cap is on.,Looking through telescope typically cause seeing very far.,0
The lens cap is off.,Looking through telescope typically cause seeing very far.,1
The sky was cloudy.,Looking through telescope typically cause seeing very far.,0
The person is having the telescope.,Looking through telescope typically cause seeing very far.,1
The person is blind.,Looking through telescope typically cause seeing very far.,0
The person has good eyesight.,Looking through telescope typically cause seeing very far.,1
A person like everyone .,A person typically do desire for all can get.,1
A person is pantomath.,A person typically do desire for all can get.,1
A person is satisfied with what it get.,A person typically do desire for all can get.,0
The patient is on a deserted island thousands of miles away from the doctor.,Doctor can typically be used for treating patient.,0
Doctor is inexperienced.,Doctor can typically be used for treating patient.,0
The problem is untreatable.,Doctor can typically be used for treating patient.,0
The patient is at the doctors office.,Doctor can typically be used for treating patient.,1
You are in hospital.,Doctor can typically be used for treating patient.,1
The doctor knows the problem.,Doctor can typically be used for treating patient.,1
You have many people in your home.,Viewing film at home typically cause privacy.,0
Your home is private.,Viewing film at home typically cause privacy.,1
The person is out of station.,Viewing film at home typically cause privacy.,0
The person is having his own tv.,Viewing film at home typically cause privacy.,1
Viewing film at home through online video subscription platforms.,Viewing film at home typically cause privacy.,0
Viewing film at home by playing the original video disks.,Viewing film at home typically cause privacy.,1
The person is a sportsmen.,Politician typically desires power.,1
The person is ill.,Politician typically desires power.,0
The politician gets elected.,Politician typically desires power.,1
Politician doing good for the people.,Politician typically desires power.,1
Brian is sex addicted.,Brian typically desire sex.,1
Brian is tired .,Brian typically desire sex.,0
Brian is having good partner.,Brian typically desire sex.,1
Brian is tired of work pressure.,Brian typically desire sex.,0
The mill is out of grain.,Mill can typically be used for grinding grain.,0
The grain is still wet.,Mill can typically be used for grinding grain.,0
The mill has no power.,Mill can typically be used for grinding grain.,0
The mill is turning.,Mill can typically be used for grinding grain.,1
The grain is dried out.,Mill can typically be used for grinding grain.,1
Grain is loaded into the mill.,Mill can typically be used for grinding grain.,1
You are at the movies.,Ticket can typically be used for winning carnival game.,0
Ticket is insufficient.,Ticket can typically be used for winning carnival game.,0
The ticket is ripped.,Ticket can typically be used for winning carnival game.,0
You are at the fair.,Ticket can typically be used for winning carnival game.,1
Ticket can be used at the fair.,Ticket can typically be used for winning carnival game.,1
The carnival game accepts tickets.,Ticket can typically be used for winning carnival game.,1
There is no information.,Analysing typically cause learn more about.,0
The person does research.,Analysing typically cause learn more about.,1
There is no patchwork.,Making patchwork quilt typically cause feelings of sisterhood.,0
The person working.,Making patchwork quilt typically cause feelings of sisterhood.,1
You are alone.,Making patchwork quilt typically cause feelings of sisterhood.,0
You are with your friends.,Making patchwork quilt typically cause feelings of sisterhood.,1
The boxers are wearing silk boxers.,Silk is typically used by boxers.,1
A person like peace.,A person typically has desire for better place to live.,1
The person is able to move.,A person typically has desire for better place to live.,1
The person cant afford to move.,A person typically has desire for better place to live.,0
The person is a tourist.,A person typically has desire for better place to live.,1
The person works hard.,A person typically has desire for better place to live.,0
Testimony being heard is very intriquing.,Hearing testimony typically cause boredom.,0
Testimony being heard is very long. .,Hearing testimony typically cause boredom.,1
Hearing a testimony comes with a solid evidence and the clear explanantion about the truth.,Hearing testimony typically cause boredom.,0
Hearing a testimony shows with some kind of fake proofs and tells a lot of false stories.,Hearing testimony typically cause boredom.,1
A person working as a traffic police.,A person typically desire able to stand.,1
A person who has a leg pain.,A person typically desire able to stand.,0
A person like to justice.,A person typically desire able to stand.,1
There is a window.,Tourist typically have desire for room with view.,1
Tourist likes nature.,Tourist typically have desire for room with view.,1
Tourist wants to take rest.,Tourist typically have desire for room with view.,0
Tourist like to see places.,Tourist typically have desire for room with view.,1
The segway is out of batteries.,Segway are typically used for transportation.,0
The battery is dead.,Segway are typically used for transportation.,0
There is snow on the ground.,Segway are typically used for transportation.,0
You are on the segway.,Segway are typically used for transportation.,1
You are standing on it.,Segway are typically used for transportation.,1
The sidewalks are clear.,Segway are typically used for transportation.,1
You are outdoors.,Room are typically used for reading sleeping eating in.,0
The room is occupied.,Room are typically used for reading sleeping eating in.,0
You are indoors.,Room are typically used for reading sleeping eating in.,1
The room is yours.,Room are typically used for reading sleeping eating in.,1
You are on land.,Ocean is typically used to sail upon.,0
The ocean is very wavy.,Ocean is typically used to sail upon.,0
There there is insufficient wind.,Ocean is typically used to sail upon.,0
You are in a boat.,Ocean is typically used to sail upon.,1
You have a boat.,Ocean is typically used to sail upon.,1
A boat has sails.,Ocean is typically used to sail upon.,1
A person is attending interview.,A person typically do desire for good luck.,1
A person failed in exam.,A person typically do desire for good luck.,0
The person finds a four leafed clover.,A person typically do desire for good luck.,1
A person going for an examination.,A person typically do desire for good luck.,1
A person cheats others.,A person typically do desire for good luck.,0
A person is sick.,A person typically desire care about.,1
A person is independent.,A person typically desire care about.,0
The person has a lovable family.,A person typically desire care about.,1
The person is an orphan without friends.,A person typically desire care about.,0
A person wants to care.,A person typically desire care about.,1
A person likes brightness.,A person typically desires move towards light.,1
A person is blind.,A person typically desires move towards light.,0
The person is in a tunnel.,A person typically desires move towards light.,1
A person has good future goals.,A person typically desires move towards light.,1
A person has not any goals.,A person typically desires move towards light.,0
You only know one language.,Learning language are typically used for communicating with people from other countries.,0
You are surrounded by people who only speak one language.,Learning language are typically used for communicating with people from other countries.,0
You are illiterate.,Learning language are typically used for communicating with people from other countries.,0
You know several languages.,Learning language are typically used for communicating with people from other countries.,1
You travel to another country.,Learning language are typically used for communicating with people from other countries.,1
You want to know the culture of the world.,Learning language are typically used for communicating with people from other countries.,1
People has aqua phobia.,People dont typically desire swim.,1
People loves swim.,People dont typically desire swim.,0
People are in home.,People dont typically desire swim.,1
People is in swimming pool.,People dont typically desire swim.,0
People seen flood.,People dont typically desire swim.,1
People see river.,People dont typically desire swim.,0
A person is having pretty parents.,A person typically desire pretty.,1
A person is having skin problems.,A person typically desire pretty.,0
The person wears makeup.,A person typically desire pretty.,1
The person has braces.,A person typically desire pretty.,0
The condo is condemned.,Condominium can typically be used for sleep in.,0
I working.,Condominium can typically be used for sleep in.,0
You live in an apartment.,Condominium can typically be used for sleep in.,0
There is a bed in the condo.,Condominium can typically be used for sleep in.,1
If i am sleeping.,Condominium can typically be used for sleep in.,1
You rent or own a condo.,Condominium can typically be used for sleep in.,1
The person is in an adventurous mood.,A person typically desire go forth into wilderness.,1
The person is scared of  everything.,A person typically desire go forth into wilderness.,0
The person wants to be intense .,A person typically desire go forth into wilderness.,1
The person is scared of wilderness.,A person typically desire go forth into wilderness.,0
The person goes camping.,A person typically desire go forth into wilderness.,1
The person is in the city.,A person typically desire go forth into wilderness.,0
Looks matter to the person.,A person typically do desire good good looks.,1
The person do not care about looks.,A person typically do desire good good looks.,0
The person maintains hygiene and works out.,A person typically do desire good good looks.,1
The person eats lots of junk food.,A person typically do desire good good looks.,0
A person is beautiful.,A person typically do desire good good looks.,1
A person is having acnes on her face.,A person typically do desire good good looks.,0
Window is locked.,Jumping out of window are typically used for sneaking out at night.,0
The window is on the eighth floor.,Jumping out of window are typically used for sneaking out at night.,0
The window is painted shut.,Jumping out of window are typically used for sneaking out at night.,0
Window is open.,Jumping out of window are typically used for sneaking out at night.,1
The window is on the first floor.,Jumping out of window are typically used for sneaking out at night.,1
Her parents were asleep.,Jumping out of window are typically used for sneaking out at night.,1
The person sits under shade fishing.,Going fishing typically cause getting sunburn.,0
The person goes fishing on a sunny day.,Going fishing typically cause getting sunburn.,1
It is possible people book the tickets.,People typically desires watch basketball games.,1
It is impossible people got busy.,People typically desires watch basketball games.,0
People likes basketball games.,People typically desires watch basketball games.,1
The person likes basketball.,People typically desires watch basketball games.,1
Basketball season is over.,People typically desires watch basketball games.,0
Barber shop is closed.,Barber shop can typically be used for getting shave.,0
You have no hair.,Barber shop can typically be used for getting shave.,0
You are clean shaven.,Barber shop can typically be used for getting shave.,0
Barber shop is open.,Barber shop can typically be used for getting shave.,1
You have money to pay the barber shop.,Barber shop can typically be used for getting shave.,1
You have a beard.,Barber shop can typically be used for getting shave.,1
The person is sexy.,A person typically desire blowjobs.,1
The person love womens.,A person typically desire blowjobs.,0
The person has a significant other.,A person typically desire blowjobs.,1
The person is unattractive.,A person typically desire blowjobs.,0
A person like love.,A person typically desire blowjobs.,1
If a person is blind.,A person typically desire blowjobs.,0
A person has sensitivity nose.,A person typically do desire for keen sense of smell.,1
One who affected by corona virus.,A person typically do desire for keen sense of smell.,0
A person has a keen sense of smell.,A person typically do desire for keen sense of smell.,1
A person does not have a keen sense of smell.,A person typically do desire for keen sense of smell.,0
A person has good smelling sense.,A person typically do desire for keen sense of smell.,1
A person has problems in his nose.,A person typically do desire for keen sense of smell.,0
Enjoying the day with someone by working on some favourite works.,Enjoying day typically cause making plans to meet again.,1
Enjoying the day with someone by doing some undesired things of each other accidentally.,Enjoying day typically cause making plans to meet again.,0
You are sitting down.,Standing up are typically used for being polite.,0
We are in rallies.,Standing up are typically used for being polite.,0
You are standing over someone and yelling.,Standing up are typically used for being polite.,0
You have legs.,Standing up are typically used for being polite.,1
You stand up when your boss is standing.,Standing up are typically used for being polite.,1
You are giving up your seat on a bus.,Standing up are typically used for being polite.,1
You forget to use calendar.,Calendar are typically used for remembering appointments.,0
If you forget to look at the calendar.,Calendar are typically used for remembering appointments.,0
We forget to see the calendar due to work pressure.,Calendar are typically used for remembering appointments.,0
You write down appointments on calendar.,Calendar are typically used for remembering appointments.,1
You write down appointments on the calendar.,Calendar are typically used for remembering appointments.,1
We are watching calendar every day.,Calendar are typically used for remembering appointments.,1
A person like flat.,A person typically does desire to land in right place.,1
The person puts right effort and the luck favours.,A person typically does desire to land in right place.,1
The person is unlucky and lacks self determination.,A person typically does desire to land in right place.,0
The person has good coordination.,A person typically does desire to land in right place.,1
The person is clumsy and offbalance.,A person typically does desire to land in right place.,0
You eat alone.,Having lunch are typically used for conversation.,0
You are alone.,Having lunch are typically used for conversation.,0
You are working during lunch.,Having lunch are typically used for conversation.,0
You eat lunch with others.,Having lunch are typically used for conversation.,1
You are with someone else.,Having lunch are typically used for conversation.,1
You are with others.,Having lunch are typically used for conversation.,1
The string is too short.,String are typically used to tie know.,0
You know how to tie knot.,String are typically used to tie know.,1
A person has liberal life.,A person typically do desire for life and liberty.,1
A person has slavery life.,A person typically do desire for life and liberty.,0
The person keeps its focus on life goals.,A person typically do desire for life and liberty.,1
The person misses the sense of reason to live.,A person typically do desire for life and liberty.,0
Cats get access to go outside.,Cats typically has desire to go outside.,1
They can be let out.,Cats typically has desire to go outside.,1
The owner is gone.,Cats typically has desire to go outside.,0
Cats live in nature.,Cats typically has desire to go outside.,1
Cats are curious.,Cats typically has desire to go outside.,0
The person is in home.,Going to store typically cause meeting know.,0
The person meets friend.,Going to store typically cause meeting know.,1
Church teachings discount science.,Seeing artifacts are typically used when questioning past.,0
The teacher is showing fossils.,Seeing artifacts are typically used when questioning past.,1
A person is healthy and wealthy.,A person typically do desire to tobe well and live well.,1
A person got serious disease.,A person typically do desire to tobe well and live well.,0
The person is living well.,A person typically do desire to tobe well and live well.,1
A person has good knowledge.,A person typically do desire to tobe well and live well.,1
If a person alone.,A person typically do desire to tobe well and live well.,0
A person already has smooth skin.,A person typically have desire for smooth skin.,0
The person uses lotion.,A person typically have desire for smooth skin.,1
The skin is dry.,A person typically have desire for smooth skin.,0
A person touches baby skin.,A person typically have desire for smooth skin.,1
A person touches old lady.,A person typically have desire for smooth skin.,0
A person understand the world.,A person typically does desire for children to humanistically understand limitations.,1
If a person is selfish.,A person typically does desire for children to humanistically understand limitations.,0
A person has children to teach imitations  .,A person typically does desire for children to humanistically understand limitations.,1
The person do not have children .,A person typically does desire for children to humanistically understand limitations.,0
The person teaches the children.,A person typically does desire for children to humanistically understand limitations.,1
The children are immature and rowdy.,A person typically does desire for children to humanistically understand limitations.,0
The canvas is blank.,Canvas can typically be used for gathering information.,0
No one is home in the neighborhood.,Canvas can typically be used for gathering information.,0
The canvas contains information.,Canvas can typically be used for gathering information.,1
The weather is nice for canvassing in a neighborhood.,Canvas can typically be used for gathering information.,1
There is a harness used.,Climbing typically cause fall.,0
There is no balance.,Climbing typically cause fall.,1
You are missing pieces.,Chess board can typically be used for playing chess.,0
The chess board is put away.,Chess board can typically be used for playing chess.,0
You have lost some of the pieces.,Chess board can typically be used for playing chess.,0
You know how to play chess.,Chess board can typically be used for playing chess.,1
The chess board has pieces on it.,Chess board can typically be used for playing chess.,1
All the pieces are on the board.,Chess board can typically be used for playing chess.,1
There are no exam.,Passing university exams typically cause getting good job.,0
While the person reading.,Passing university exams typically cause getting good job.,1
A person go to gym regularly and keeps him fit.,A person typically have desire for strong body.,1
The person workeout everyday .,A person typically have desire for strong body.,1
The person eats a lot.,A person typically have desire for strong body.,0
Person is single.,Person can typically be used for loving.,0
She is abusive.,Person can typically be used for loving.,0
Person is in a relationship.,Person can typically be used for loving.,1
He is kind to others.,Person can typically be used for loving.,1
"You drink soda, which is dehydrating.",Drinking can typically be used for replenishing body's water supply.,0
You are lost in the desert.,Drinking can typically be used for replenishing body's water supply.,0
You have access to water.,Drinking can typically be used for replenishing body's water supply.,1
The water is potable.,Drinking can typically be used for replenishing body's water supply.,1
You are thirsty.,Drinking can typically be used for replenishing body's water supply.,1
Cloth has holes in the fabric.,Cloth are typically used for holding items.,0
"The item is too heavy to be held, like a car.",Cloth are typically used for holding items.,0
The items are too sharp to be held by cloth.,Cloth are typically used for holding items.,0
Cloth is a bag.,Cloth are typically used for holding items.,1
"You wish to hold something greasy, like a bike part.",Cloth are typically used for holding items.,1
She keeps her necessities in a purse.,Cloth are typically used for holding items.,1
Doctor is lying.,Knowing if re healthy typically cause peace of mind.,0
Person is really sick.,Knowing if re healthy typically cause peace of mind.,1
The person is already clean.,Tub can typically be used to clean people.,0
The tub is empty.,Tub can typically be used to clean people.,0
Water is turned off.,Tub can typically be used to clean people.,0
The person is dirty.,Tub can typically be used to clean people.,1
There is water in the tub.,Tub can typically be used to clean people.,1
You have shampoo.,Tub can typically be used to clean people.,1
The joke sucks.,Laughing at joke typically cause feeling happy.,0
The joke is funny.,Laughing at joke typically cause feeling happy.,1
"The person has stamps, an envelope, something to mail.",A person typically has desire to mail.,1
The person ran out of stamps.,A person typically has desire to mail.,0
A person is near post office.,A person typically has desire to mail.,1
A person has internet and mobile to talk with them.,A person typically has desire to mail.,0
The person has something to mail.,A person typically has desire to mail.,1
The person has nothing to mail.,A person typically has desire to mail.,0
A person loves travelling in bus.,A person might typically desires take road trips.,1
A person loves air trips.,A person might typically desires take road trips.,0
A person likes road trips.,A person might typically desires take road trips.,1
The person like road trips.,A person might typically desires take road trips.,1
The person is afraid of sitting in a moving vehicle .,A person might typically desires take road trips.,0
The toy car is broken.,Toy car can typically be used for pretending have real car.,0
The batteries are dead in the remote control car.,Toy car can typically be used for pretending have real car.,0
You need a ride to work.,Toy car can typically be used for pretending have real car.,0
He plays with the toy car.,Toy car can typically be used for pretending have real car.,1
Children are playing together.,Toy car can typically be used for pretending have real car.,1
You are a child.,Toy car can typically be used for pretending have real car.,1
A person desires to be free of all hatred.,A person typically desires phase out hatred.,1
The person is compassionate. .,A person typically desires phase out hatred.,1
The person is heartless.,A person typically desires phase out hatred.,0
A person is looking for peace.,A person typically do desire to have peace in life.,1
The person has dealt with all their unfinished business.,A person typically do desire to have peace in life.,1
The person is busy all the time.,A person typically do desire to have peace in life.,0
Your account balance is zero.,Credit or other plastic cards is typically used to obtain cash from automatic teller machines.,0
The card is declined.,Credit or other plastic cards is typically used to obtain cash from automatic teller machines.,0
You are at cash counter in bank.,Credit or other plastic cards is typically used to obtain cash from automatic teller machines.,0
You have money in your account.,Credit or other plastic cards is typically used to obtain cash from automatic teller machines.,1
The card has money on it.,Credit or other plastic cards is typically used to obtain cash from automatic teller machines.,1
You are at automatic teller machine.,Credit or other plastic cards is typically used to obtain cash from automatic teller machines.,1
You are alone at home.,Performing is typically used for entertainment.,0
The venue is closed for repairs.,Performing is typically used for entertainment.,0
You have terrible stage fright.,Performing is typically used for entertainment.,0
You are an entertainer at an event.,Performing is typically used for entertainment.,1
Musicians are available to play.,Performing is typically used for entertainment.,1
You enjoy acting.,Performing is typically used for entertainment.,1
A person like weather.,Sleeping people typically does desire to stay warm.,1
A person is cold.,Sleeping people typically does desire to stay warm.,1
A person is feeling too hot.,Sleeping people typically does desire to stay warm.,0
The sleeping person has a blanket.,Sleeping people typically does desire to stay warm.,1
The sleeping person has no heating.,Sleeping people typically does desire to stay warm.,0
Microscope is dirty.,Microscope are typically used for observing small things.,0
The lens is dirty.,Microscope are typically used for observing small things.,0
Microscope has correct lense.,Microscope are typically used for observing small things.,1
You are looking at a slide.,Microscope are typically used for observing small things.,1
Microscope has clean lens.,Microscope are typically used for observing small things.,1
Explain about his complete employment details.,Id typically desire stick dick in there.,1
If id misses complete information of the person.,Id typically desire stick dick in there.,0
The secret is good.,Finding truth typically cause anger.,0
The secret is bad.,Finding truth typically cause anger.,1
Finding the truth about a good social cause.,Finding truth typically cause anger.,0
The truth findings falsely showing the good peoples as the wrong one.,Finding truth typically cause anger.,1
The executive quits.,Executive is typically used for enforcing law.,0
He is currupt.,Executive is typically used for enforcing law.,0
The company is involved in the law.,Executive is typically used for enforcing law.,1
He is determined to do his work at any cost.,Executive is typically used for enforcing law.,1
The person feel sorry for its mistakes.,A person typically do desire for forgiveness.,1
The person did an unforgivable mistake in its life.,A person typically do desire for forgiveness.,0
The others can forgive.,A person typically do desire for forgiveness.,1
People hold grudges.,A person typically do desire for forgiveness.,0
The person is kind.,A person typically do desire for forgiveness.,1
The person is worried.,A person typically do desire for forgiveness.,0
The person is skipping the classes.,Learning about subject typically causes to gain knowledge.,0
By attending regular classes.,Learning about subject typically causes to gain knowledge.,1
You are alone.,Talking to are typically used for everyone.,0
You are social.,Talking to are typically used for everyone.,1
The leg arm is fine.,Having epileptic fit typically cause danger.,0
The pain comes.,Having epileptic fit typically cause danger.,1
A person is looking for a significant other.,A person typically desires husband or wife.,1
A person is content being alone.,A person typically desires husband or wife.,0
A person is in twenties and wants to get married.,A person typically desires husband or wife.,1
The person meets their soulmate.,A person typically desires husband or wife.,1
The person is unattractive and has a bad personality.,A person typically desires husband or wife.,0
The material is brick.,Needle is typically used to make hole in material.,0
The needle is dull.,Needle is typically used to make hole in material.,0
Needle is dull.,Needle is typically used to make hole in material.,0
The needle is very pointy.,Needle is typically used to make hole in material.,1
The needle is pointy.,Needle is typically used to make hole in material.,1
You are using a sharp needle.,Needle is typically used to make hole in material.,1
The person is mailman himself.,A person typically do desire for mailman to bring.,1
The person has friends who send letters.,A person typically do desire for mailman to bring.,1
Nobody posts letters for him.,A person typically do desire for mailman to bring.,0
The train is broken.,Subway pass are typically used when riding subway.,0
The subway is shut down.,Subway pass are typically used when riding subway.,0
Your subway pass is expired.,Subway pass are typically used when riding subway.,0
You are paying to ride.,Subway pass are typically used when riding subway.,1
The subway is open and running.,Subway pass are typically used when riding subway.,1
You have money on your subway pass.,Subway pass are typically used when riding subway.,1
The person is in paris.,A person typically desire see effiel tower.,1
The eiffel tower is max capacity.,A person typically desire see effiel tower.,0
A person went chinna.,A person typically desire see effiel tower.,1
A person went chinna.,A person typically desire see effiel tower.,0
One who loves to see wonders.,A person typically desire see effiel tower.,1
A person without passport.,A person typically desire see effiel tower.,0
The musician is experienced man.,Musician typically desires have good acoustics.,1
The musician is new to the field.,Musician typically desires have good acoustics.,0
A musician wants to make good music.,Musician typically desires have good acoustics.,1
A musician does not care if their music sounds good or not.,Musician typically desires have good acoustics.,0
The musician likes or plays guitar.,Musician typically desires have good acoustics.,1
The musician do not like guitars.,Musician typically desires have good acoustics.,0
Dogs like frisbees.,Dogs typically desires play catch with frisbees.,1
The dog is happy and healthy.,Dogs typically desires play catch with frisbees.,1
Dog is in the mood to play with frisbee .,Dogs typically desires play catch with frisbees.,1
Dog is sleeping.,Dogs typically desires play catch with frisbees.,0
People like fish.,People typically desires fish in bay.,1
People is piscator.,People typically desires fish in bay.,1
People is vegetarian.,People typically desires fish in bay.,0
A couple engages in anal sex.,Copulating typically causes woman has baby.,0
The sperm fertilizes the womans egg.,Copulating typically causes woman has baby.,1
There are too many lines to memorize.,Memorising can typically be used in plays.,0
A voice actor is reading from a telepromt.,Memorising can typically be used in plays.,0
She forgets to memorize her lines.,Memorising can typically be used in plays.,0
You know all your lines.,Memorising can typically be used in plays.,1
An actor has had rehearsed a play.,Memorising can typically be used in plays.,1
She memorizes her lines.,Memorising can typically be used in plays.,1
Judging based on a clear evidence and the proper analysation of everything.,Judging typically cause prejudice.,0
Judging with discrimination and misunderstanding of the facts.,Judging typically cause prejudice.,1
The judge is non biased.,Judging typically cause prejudice.,0
The judge is biased.,Judging typically cause prejudice.,1
Church is closed.,Altar can typically be used in church services.,0
The church doors are locked.,Altar can typically be used in church services.,0
You are at an outdoor church service.,Altar can typically be used in church services.,0
During service.,Altar can typically be used in church services.,1
You are praying.,Altar can typically be used in church services.,1
You go to church indoors.,Altar can typically be used in church services.,1
The person is sleeping.,Going for jog typically cause increase in physical fitness.,0
By doing exercises properly.,Going for jog typically cause increase in physical fitness.,1
The person goes jogging every month.,Going for jog typically cause increase in physical fitness.,0
The person goes jogging every day.,Going for jog typically cause increase in physical fitness.,1
Going for jog for the sake of someone else without showing any interest.,Going for jog typically cause increase in physical fitness.,0
Going for jog becomes a regular activity.,Going for jog typically cause increase in physical fitness.,1
She does not know the phone number.,Talking with far away are typically used for keeping in touch.,0
Your telephone is off the hook.,Talking with far away are typically used for keeping in touch.,0
Internet is disconnected.,Talking with far away are typically used for keeping in touch.,0
She keeps in touch with a phone.,Talking with far away are typically used for keeping in touch.,1
You have a telephone.,Talking with far away are typically used for keeping in touch.,1
You have an internet connection.,Talking with far away are typically used for keeping in touch.,1
You are far from your customers.,You can typically use cashing in to people with money.,0
You are at your shop .,You can typically use cashing in to people with money.,1
A person can do with feeling tired.,A person typically do desire to not to feel tired.,0
The clothes are washed wrong.,Washing clothes are typically used for removing smell.,0
The washer is unplugged.,Washing clothes are typically used for removing smell.,0
The clothes were just washed.,Washing clothes are typically used for removing smell.,0
The clothes has a smell.,Washing clothes are typically used for removing smell.,1
The clothes are clean.,Washing clothes are typically used for removing smell.,1
The clothes are stained with pasta sauce.,Washing clothes are typically used for removing smell.,1
You are bald.,Head can typically be used for growing hair.,0
Your hair no longer grows.,Head can typically be used for growing hair.,0
You have healthy hair follicles.,Head can typically be used for growing hair.,1
You are healthy.,Head can typically be used for growing hair.,1
You wait for hair to grow.,Head can typically be used for growing hair.,1
Person like exams .,A person typically desires pass exams.,1
A person cares about school.,A person typically desires pass exams.,1
A person studies well.,A person typically desires pass exams.,1
A person is not studying well.,A person typically desires pass exams.,0
You are careful.,Painting typically causes mess.,0
You spill the paint.,Painting typically causes mess.,1
Painting is good.,Painting typically causes mess.,0
There is a flaw in the painting.,Painting typically causes mess.,1
You are in a wheelchair.,Running twenty six miles are typically used for becoming healthy.,0
You are a wheel chair user.,Running twenty six miles are typically used for becoming healthy.,0
You are out of shape.,Running twenty six miles are typically used for becoming healthy.,0
You exercise regularly.,Running twenty six miles are typically used for becoming healthy.,1
You are training for a marathon.,Running twenty six miles are typically used for becoming healthy.,1
You are healthy and fit.,Running twenty six miles are typically used for becoming healthy.,1
People is cyclist.,People typically desires bicycle.,1
People has car.,People typically desires bicycle.,0
The people buy bicycles.,People typically desires bicycle.,1
The bicycles are out of stock.,People typically desires bicycle.,0
People rides bicycle to be healthy.,People typically desires bicycle.,1
For people riding bicycle is easy.,People typically desires bicycle.,0
You have dropped out.,Learning can typically be used for expanding horizons.,0
You already know the subject being taught.,Learning can typically be used for expanding horizons.,0
You are in school.,Learning can typically be used for expanding horizons.,1
You have access to education.,Learning can typically be used for expanding horizons.,1
There is too much noise to hear.,Talking typically cause when attempting to communicate.,0
People are listening.,Talking typically cause when attempting to communicate.,1
The machine is turned off.,Facsimile are typically used for fax.,0
There is no fax machine.,Facsimile are typically used for fax.,0
The power is connected to the machine.,Facsimile are typically used for fax.,1
There is a document to be faxed.,Facsimile are typically used for fax.,1
A cat is hungry.,Cat typically do desire milk milk.,1
There is milk available with the owner.,Cat typically do desire milk milk.,1
The owner decides to give someother food.,Cat typically do desire milk milk.,0
The cats owner allows them to have milk.,Cat typically do desire milk milk.,1
The phone service is down.,Making phone call typically cause converstations.,0
The phone is working.,Making phone call typically cause converstations.,1
The phone disconnects.,Making phone call typically cause converstations.,0
The emergency message arrives.,Making phone call typically cause converstations.,1
Making a phone call unattended by anyone.,Making phone call typically cause converstations.,0
Making a phone call for explaining some kind of details.,Making phone call typically cause converstations.,1
Dog like dig.,Dog typically desires dig.,1
Dog needs bone.,Dog typically desires dig.,1
Dog is tired to dig.,Dog typically desires dig.,0
Floor can be digged.,Dog typically desires dig.,1
Floor cannot be digged .,Dog typically desires dig.,0
The alley is baricaded.,Alley are typically used for hanging out.,0
You live in a rural area.,Alley are typically used for hanging out.,0
The alley is full of cars.,Alley are typically used for hanging out.,0
The alley is safe.,Alley are typically used for hanging out.,1
You live in a city.,Alley are typically used for hanging out.,1
You bring friends to the alley.,Alley are typically used for hanging out.,1
The person is sitting on the floor.,Sitting on chair typically causes resting legs.,0
The person is at home.,Sitting on chair typically causes resting legs.,1
Sitting on a chair with some kind of discomfort.,Sitting on chair typically causes resting legs.,0
Sitting on a chair with good ergonomic position.,Sitting on chair typically causes resting legs.,1
The cinema is closed.,Cinema can typically be used for watching movies.,0
The theater was in closed condition.,Cinema can typically be used for watching movies.,0
The movie theater is shut because of a failure to accomodate social distancing.,Cinema can typically be used for watching movies.,0
You buy a ticket.,Cinema can typically be used for watching movies.,1
Movies released in theater.,Cinema can typically be used for watching movies.,1
There is a movie theater in your area.,Cinema can typically be used for watching movies.,1
The news is about a pet being reunited with their owner.,Hearing news typically cause stress.,0
The news is about a terrorist attack.,Hearing news typically cause stress.,1
Off the news.,Hearing news typically cause stress.,0
Seeing news channel.,Hearing news typically cause stress.,1
The news is good.,Hearing news typically cause stress.,0
The news is bad.,Hearing news typically cause stress.,1
A person is in flower garden.,A person typically do desire to smell nice.,1
A person lose smelling sense.,A person typically do desire to smell nice.,0
The person is presentable.,A person typically do desire to smell nice.,1
The person wish to be attractive.,A person typically do desire to smell nice.,0
The person uses cologne.,A person typically do desire to smell nice.,1
The person showered last week.,A person typically do desire to smell nice.,0
A person like hero.,A person typically desire hero.,1
